station_id,date,temperature_daily_c,relative_humidity_daily_pct,wind_speed_daily_ms,surface_pressure_daily_hpa,precipitation_daily_m,meteo_available
site_308,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5452,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5451,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5454,2025-06-27,28.366174316406276,86.88510328443384,3.931279874473223,993.916015625,26.48401260375977,True
site_5455,2025-06-27,28.366174316406276,86.88510328443384,3.931279874473223,993.916015625,26.48401260375977,True
site_5449,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5456,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5453,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5450,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_308,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5452,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5451,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5454,2025-06-28,28.410119628906276,83.57391915682307,4.992819438042068,993.700390625,12.07590103149414,True
site_5455,2025-06-28,28.410119628906276,83.57391915682307,4.992819438042068,993.700390625,12.07590103149414,True
site_5449,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5456,2025-06-28,28.055535888671898,85.32659749528779,5.069166314289219,992.715,12.362003326416016,True
site_5453,2025-06-29,28.378930664062523,83.20152086773668,4.344552604534774,993.71125,3.3397674560546875,True
site_5450,2025-06-29,28.378930664062523,83.20152086773668,4.344552604534774,993.71125,3.3397674560546875,True
site_308,2025-06-29,28.378930664062523,83.20152086773668,4.344552604534774,993.71125,3.3397674560546875,True
site_5452,2025-06-29,28.378930664062523,83.20152086773668,4.344552604534774,993.71125,3.3397674560546875,True
site_5451,2025-06-29,28.378930664062523,83.20152086773668,4.344552604534774,993.71125,3.3397674560546875,True
